female;phsrank;BA;AA;black;hispanic;id;exper;jc;univ;lwage;stotal;smcity;medcity;submed;lgcity;sublg;vlgcity;subvlg;ne;nc;south;totcoll
0;38;0;0;0;0;2789;147;.1;0;2.446.455;-2.112.087;0;0;0;0;0;0;1;0;0;0;.1
1;85;1;0;0;0;2798;102;0;3.822.217;.613874;-.3731057;1;0;0;0;0;0;0;1;0;0;3.822.217
1;97;1;0;0;0;2802;151;0;5.066.667;2.911.572;.6794354;0;0;0;0;1;0;0;0;1;0;5.066.667
0;9;0;0;0;0;2804;164;0;0;193.563;-1.494.291;1;0;0;0;0;0;0;0;0;1;0
0;57;1;0;0;0;2825;126;.2;5.733.325;2.073.172;.6107914;0;0;0;0;1;0;0;0;0;0;5.933.325
1;57;1;0;0;0;2829;132;0;4.033.333;2.289.802;.7480794;0;0;0;0;0;0;0;0;1;0;4.033.333
1;99;1;0;0;0;2835;155;0;5.066.657;209.679;0;0;0;0;0;0;1;0;0;1;0;5.066.657
0;50;0;0;0;0;2846;159;0;1.133.331;2.359.996;.3362154;0;0;0;0;1;0;0;0;1;0;1.133.331
1;50;0;0;0;0;2854;120;0;1.1;2.169.054;.0158769;0;0;0;0;0;0;0;1;0;0;1.1
0;99;0;0;0;0;2864;121;0;0;1.599.283;2.189.603;0;0;0;0;0;0;0;0;0;1;0
1;92;0;0;0;0;2865;53;0;0;1.336.571;1.137.062;0;0;0;0;0;0;0;0;1;0;0
1;75;1;0;1;0;2870;132;0;4.45;2.890.372;-1.105.308;1;0;0;0;0;0;0;0;0;0;4.45
1;73;0;0;0;0;2877;152;0;0;2.442.347;.0158769;1;0;0;0;0;0;0;0;0;1;0
1;96;0;0;0;0;2891;70;2.166.667;544.444;1.045.557;.9540113;0;0;0;0;0;0;0;0;0;0;7.611.107
1;70;0;0;0;0;2894;150;3.066.667;0;2.351.375;0;0;0;0;1;0;0;0;0;1;0;3.066.667
0;48;1;0;0;0;2900;118;0;1.9;2.677.279;.4735034;0;0;0;0;1;0;0;1;0;0;1.9
0;71;1;0;0;0;2910;145;0;1.6;2.788.093;.9540113;0;0;0;0;0;0;1;1;0;0;1.6
1;99;1;0;0;0;2915;120;0;4.566.667;2.275.956;-.2586991;0;0;0;0;0;1;0;0;0;0;4.566.667
0;82;1;0;0;0;2940;110;0;4.833.326;2.772.589;.8624859;0;1;0;0;0;0;0;0;1;0;4.833.326
1;59;0;1;0;0;2953;148;2.766.667;.8333333;1.881.372;-.3731057;0;0;1;0;0;0;0;0;1;0;3.6
0;24;0;0;0;0;2959;164;0;0;1.766.441;-2.912.933;0;0;0;0;0;0;0;0;0;1;0
1;85;0;0;0;1;2963;135;0;0;1.568.616;-.9451389;0;0;0;0;0;0;0;0;0;1;0
1;78;0;0;0;0;2965;157;0;.3333333;2.388.762;1.068.418;0;0;1;0;0;0;0;0;1;0;.3333333
0;65;0;0;0;0;2966;69;2.233.333;0;2.014.903;-.0756485;0;0;0;1;0;0;0;0;0;1;2.233.333
0;54;0;0;0;0;2968;128;0;0;2.302.585;1.365.875;0;0;0;0;0;0;0;0;0;0;0
0;1;0;1;0;1;2980;150;2;1.976.664;3.020.425;0;0;0;0;0;0;1;0;0;1;0;3.976.664
0;82;1;0;0;0;2995;92;0;4.266.661;1.504.077;1.365.875;0;0;1;0;0;0;0;0;1;0;4.266.661
1;41;0;0;0;0;3000;72;0;0;2.474.435;-1.860.392;0;1;0;0;0;0;0;0;1;0;0
1;91;0;0;0;0;3001;119;0;0;3.178.054;1.594.688;0;1;0;0;0;0;0;1;0;0;0
1;38;0;0;0;0;3003;110;0;0;120.896;-.464631;1;0;0;0;0;0;0;0;1;0;0
1;97;1;0;0;0;3026;130;0;4.366.667;1.850.028;1.388.757;1;0;0;0;0;0;0;1;0;0;4.366.667
0;99;0;0;0;0;3028;58;0;5.183.333;1.933.448;1.686.214;1;0;0;0;0;0;0;0;0;1;5.183.333
0;61;0;0;0;0;3054;153;1.533.333;1.555.552;2.302.585;.2446901;0;0;1;0;0;0;0;0;1;0;3.088.885
1;58;0;0;0;0;3058;149;0;0;192.991;-.2358177;0;1;0;0;0;0;0;0;0;1;0
0;58;1;0;0;0;3074;162;1.833.333;2.366.667;2.772.589;-.464631;1;0;0;0;0;0;0;0;1;0;4.2
1;94;1;0;0;0;3081;117;0;5.188.883;1.970.742;.656554;0;0;0;0;0;0;0;1;0;0;5.188.883
0;63;0;0;0;0;3094;102;0;406.666;1.910.937;.2218088;1;0;0;0;0;0;0;0;1;0;406.666
0;50;0;0;0;1;3139;91;0;0;2.574.519;0;0;0;0;1;0;0;0;0;1;0;0
0;51;0;0;0;0;3163;142;0;1.733.333;2.120.264;.4048594;1;0;0;0;0;0;0;0;0;1;1.733.333
1;89;1;0;0;0;3165;123;2.033.333;2.666.667;2.941.804;.8396046;0;0;0;0;0;0;0;1;0;0;4.7
0;42;0;0;0;0;3178;157;0;0;258.173;.656554;0;0;0;0;1;0;0;0;1;0;0
1;55;0;0;0;0;3184;140;1.6;0;1.662.082;-.464631;1;0;0;0;0;0;0;0;1;0;1.6
0;25;1;0;1;0;3185;100;0;4.894.439;2.621.765;-.1214111;0;0;0;1;0;0;0;0;0;1;4.894.439
1;21;0;0;0;0;3200;161;0;0;2.777.556;-.0070045;0;0;0;0;0;1;0;0;1;0;0
1;39;0;0;0;0;3227;117;0;0;1.792.529;-.3502244;0;0;1;0;0;0;0;0;0;0;0
0;42;0;0;0;0;3234;152;0;0;2.442.347;-.9222575;0;0;0;0;1;0;0;0;1;0;0
1;43;0;0;0;0;3248;104;.0888887;0;2.079.442;-.5103937;1;0;0;0;0;0;0;0;0;0;.0888887
1;23;0;0;0;0;3261;86;0;0;2.014.903;-.1900551;0;0;0;0;0;0;0;0;0;0;0
1;55;0;0;0;0;3266;44;0;0;2.684.864;-.4417497;1;0;0;0;0;0;0;1;0;0;0
1;53;0;0;0;0;3274;108;0;2.433.333;2.577.688;.0845208;1;0;0;0;0;0;0;0;0;0;2.433.333
1;70;0;0;0;1;3283;166;.4;0;2.169.054;0;0;1;0;0;0;0;0;0;1;0;.4
1;86;0;1;0;0;3292;132;2.044.442;0;2.813.411;1.342.994;0;0;0;0;0;0;0;0;0;0;2.044.442
0;38;1;0;0;0;3314;126;0;4.733.333;2.484.907;-.1442924;0;0;0;1;0;0;0;0;1;0;4.733.333
1;50;0;0;0;0;3361;124;0;0;2.158.773;-.3044617;0;0;0;1;0;0;0;0;0;1;0
0;63;0;0;0;0;3400;162;0;0;2.091.864;-.9222575;0;1;0;0;0;0;0;0;1;0;0
1;66;0;0;0;0;3410;104;0;0;1.686.399;-.327343;0;0;0;1;0;0;0;0;1;0;0
1;79;1;0;1;0;3421;103;0;4.7;1.039.136;-112.819;1;0;0;0;0;0;0;0;0;1;4.7
0;56;0;0;0;0;3427;145;0;4.233.333;2.079.442;.4735034;0;0;1;0;0;0;0;1;0;0;4.233.333
1;77;1;0;0;0;3432;105;.1111109;4.733.331;1.678.431;.9768926;1;0;0;0;0;0;0;1;0;0;4.844.442
1;58;0;0;1;0;3440;108;0;0;2.014.903;-.9680202;1;0;0;0;0;0;0;0;0;1;0
0;4;0;0;0;0;3442;111;1.2;0;2.639.057;-.8536136;0;1;0;0;0;0;0;0;0;0;1.2
0;50;0;0;1;0;3449;163;1.8;0;236.462;-1.540.053;0;0;1;0;0;0;0;0;0;1;1.8
0;84;0;0;0;0;3454;85;0;6.1;2.681.021;1.686.214;0;1;0;0;0;0;0;0;0;0;6.1
1;91;0;0;1;0;3461;128;0;0;2.341.095;-.7849696;0;1;0;0;0;0;0;0;0;1;0
1;50;0;0;1;0;3464;162;0;0;2.219.203;-1.745.985;1;0;0;0;0;0;0;0;1;0;0
1;57;0;0;1;0;3466;154;0;0;2.224.623;-.8536136;0;0;0;0;1;0;0;0;0;1;0
0;50;1;0;0;0;3468;137;0;5.283.333;2.890.372;1.159.943;0;0;0;0;0;0;0;1;0;0;5.283.333
0;53;0;0;0;0;3502;158;0;.1;2.596;.1531648;0;0;0;0;1;0;0;1;0;0;.1
0;43;0;1;0;0;3515;158;2.7;0;2.109.983;.3133341;1;0;0;0;0;0;0;0;1;0;2.7
0;26;0;0;0;0;3546;138;0;0;224.071;-1.265.478;0;0;0;0;0;0;0;0;1;0;0
1;78;0;0;0;0;3553;164;.1333333;0;2.054.124;-.327343;1;0;0;0;0;0;0;0;0;1;.1333333
1;93;1;0;0;0;3559;73;1.066.667;5.65;307.061;-.0527671;1;0;0;0;0;0;0;0;0;0;6.716.667
1;92;1;0;0;0;3561;147;.2222219;5.066.666;2.420.368;1.182.824;0;1;0;0;0;0;0;0;0;1;5.288.888
1;82;0;0;0;0;3585;156;.6;0;1.787.166;1.159.943;0;0;0;1;0;0;0;0;0;0;.6
0;42;0;0;0;0;3603;120;.5;0;2.098.017;.4277408;0;1;0;0;0;0;0;0;1;0;.5
1;91;1;0;0;0;3618;140;0;4.266.667;2.079.442;0;0;0;0;0;0;0;0;1;0;0;4.266.667
1;61;0;0;0;0;3622;91;0;0;2.118.646;.4277408;1;0;0;0;0;0;0;0;0;1;0
0;50;1;0;0;0;3662;138;0;6.158.333;272.031;1.182.824;0;0;1;0;0;0;0;0;0;1;6.158.333
1;35;0;0;0;0;3667;162;0;0;2.251.292;-.1900551;1;0;0;0;0;0;0;0;0;1;0
0;9;0;0;0;0;3701;150;0;0;2.100.061;-1.425.647;1;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;3710;164;0;0;2.711.892;.0845208;0;0;0;0;1;0;0;0;0;1;0
0;74;0;0;0;0;3711;156;1.4;0;2.518.776;-1.059.546;0;1;0;0;0;0;0;0;0;0;1.4
0;85;0;0;0;1;3716;147;0;3.2;260.269;-.601919;0;0;0;0;0;0;0;0;0;0;3.2
0;50;0;0;0;0;3738;95;0;0;1.003.809;-.0298858;0;0;0;0;0;0;0;0;0;1;0
0;35;0;0;0;0;3753;148;0;.6333333;2.772.589;-.0985298;0;0;0;0;0;0;0;0;1;0;.6333333
0;45;1;0;0;0;3755;126;1.133.333;3.177.771;2.079.442;.7709606;0;0;0;0;0;0;0;0;1;0;4.311.104
0;91;1;0;0;0;3757;148;0;6.922.217;24.681;.725198;1;0;0;0;0;0;0;0;1;0;6.922.217
1;89;1;0;1;0;3793;49;0;5.266.667;1.251.835;.6107914;0;0;0;0;0;0;0;0;0;1;5.266.667
1;30;0;0;0;0;3815;153;1.833.333;0;2.931.194;-.2586991;0;0;1;0;0;0;0;1;0;0;1.833.333
0;75;0;0;0;0;3831;116;0;5.416.667;2.397.895;.2904528;0;0;0;0;0;0;1;0;1;0;5.416.667
0;12;0;0;0;0;3836;146;0;0;2.302.585;.0616395;0;0;0;0;0;0;0;0;0;0;0
1;97;0;0;0;0;3841;163;0;0;2.282.382;1.548.926;0;0;0;1;0;0;0;0;0;1;0
0;39;0;0;0;0;3853;139;0;0;2.403.451;-.7620883;1;0;0;0;0;0;0;0;1;0;0
1;97;1;0;0;0;3863;124;0;4.011.106;2.890.372;.1302835;1;0;0;0;0;0;0;0;0;0;4.011.106
0;50;0;1;0;0;3864;125;2.3;0;2.184.802;-.807851;0;0;0;0;1;0;0;1;0;0;2.3
1;28;0;0;0;0;3873;141;0;0;1.327.075;-.1442924;0;0;0;0;0;0;0;0;1;0;0
0;62;1;0;0;0;3885;158;1.8;3.7;2.525.729;1.228.587;0;0;0;0;0;1;0;0;0;1;5.5
1;66;1;0;0;0;3887;120;0;4.733.333;2.463.853;1.159.943;0;0;1;0;0;0;0;0;0;0;4.733.333
1;97;1;0;0;0;3890;73;0;4.999.992;1.455.412;.8396046;0;0;1;0;0;0;0;0;0;1;4.999.992
1;11;0;0;0;0;3900;160;.8666667;.2;2.169.054;-1.791.748;0;0;0;0;0;0;0;1;0;0;1.066.667
0;47;1;0;0;0;3901;63;0;5.233.333;1.746.297;.9997739;0;1;0;0;0;0;0;0;1;0;5.233.333
0;77;1;0;0;0;3904;122;0;4.266.667;1.483.645;-.2358177;1;0;0;0;0;0;0;0;0;1;4.266.667
1;72;1;0;1;0;3916;117;0;4.233.333;1.961.658;-1.288.359;1;0;0;0;0;0;0;0;0;1;4.233.333
1;43;0;0;0;0;3925;105;1.099.999;0;203.094;0;0;0;0;1;0;0;0;0;0;0;1.099.999
0;50;0;0;0;0;3935;165;0;0;2.397.895;-2.066.324;0;1;0;0;0;0;0;0;0;0;0
1;47;1;0;0;0;3955;145;0;5.3;2.343.407;-.0070045;0;0;0;0;0;1;0;0;1;0;5.3
0;91;1;0;0;0;3956;146;3.816.667;1.833.333;2.370.026;161.757;0;1;0;0;0;0;0;0;0;0;5.65
0;46;1;0;0;0;3966;119;0;4.266.661;2.862.201;.1531648;0;0;0;0;0;0;1;0;1;0;4.266.661
0;50;1;0;0;0;3968;163;0;4.7;2.280.112;-.0298858;0;0;0;0;0;0;0;0;0;1;4.7
0;9;0;0;0;0;3996;119;0;0;2.261.763;.7023167;0;0;0;0;0;0;1;0;1;0;0
1;51;0;0;0;1;4006;113;.2;0;2.089.781;-.670563;0;1;0;0;0;0;0;0;0;1;.2
1;94;0;0;0;0;4023;123;1.1;4.433.333;2.397.895;1.731.976;0;0;0;0;1;0;0;0;0;1;5.533.333
1;49;0;0;0;0;4038;141;0;.9333333;1.775.287;.0616395;0;1;0;0;0;0;0;0;0;1;.9333333
0;65;0;0;0;0;4039;106;.8;3.033.333;2.014.903;.1760461;0;0;0;1;0;0;0;1;0;0;3.833.333
1;98;1;0;0;0;4051;104;0;5.5;2.614.173;0;0;0;0;0;0;0;0;0;0;1;5.5
1;60;0;0;0;0;4053;151;0;0;1.504.077;.3133341;0;0;0;0;0;0;0;1;0;0;0
1;79;0;0;0;0;4067;161;0;0;1.704.748;-.0985298;1;0;0;0;0;0;0;1;0;0;0
0;28;0;0;0;0;4099;103;0;0;2.194.999;-.6934443;0;0;1;0;0;0;0;0;1;0;0
0;29;0;0;0;0;4105;149;.0444444;0;2.525.729;-1.608.697;1;0;0;0;0;0;0;0;0;0;.0444444
0;29;0;0;0;0;4121;127;.1;0;162.924;-1.036.664;0;0;0;0;1;0;0;0;0;0;.1
0;49;1;0;0;0;4138;147;0;475.555;2.735.449;1.114.181;1;0;0;0;0;0;0;0;0;1;475.555
0;73;0;0;0;0;4142;127;0;5.566.658;2.302.585;1.091.299;0;0;0;0;0;0;0;0;0;1;5.566.658
1;81;0;0;0;0;4145;128;0;0;2.484.907;.3362154;0;0;0;0;1;0;0;0;1;0;0
1;80;0;0;0;0;4165;66;0;0;2.358.355;.0158769;0;0;0;0;1;0;0;1;0;0;0
0;81;0;0;1;0;4167;131;0;0;2.564.949;0;0;0;0;0;1;0;0;0;1;0;0
0;53;1;0;0;0;4176;66;0;5.044.442;1.386.294;-1.219.715;1;0;0;0;0;0;0;0;1;0;5.044.442
0;75;0;0;0;0;4181;108;0;.9333333;1.871.802;0;0;0;0;1;0;0;0;0;0;0;.9333333
0;3;0;0;1;0;4191;166;0;0;2.291.524;0;1;0;0;0;0;0;0;0;1;0;0
0;85;1;0;0;0;4211;134;0;4.433.333;2.392.425;.6794354;0;0;0;0;0;0;0;0;1;0;4.433.333
0;65;1;0;1;0;4216;118;0;4.933.333;2.649.978;-.0985298;0;0;0;0;0;1;0;1;0;0;4.933.333
1;69;0;0;0;0;4227;93;0;0;1.791.759;-.533275;0;1;0;0;0;0;0;0;1;0;0
1;96;0;0;0;0;4233;141;0;0;2.025.192;1.548.926;0;0;1;0;0;0;0;1;0;0;0
1;54;0;0;0;0;4239;96;0;.1555553;1.704.748;.9082486;0;1;0;0;0;0;0;0;1;0;.1555553
0;15;0;1;0;0;4250;134;2.9;0;2.633.975;.2904528;1;0;0;0;0;0;0;1;0;0;2.9
0;36;0;0;0;0;4273;136;.8666667;0;230.438;.9082486;0;1;0;0;0;0;0;1;0;0;.8666667
1;71;0;0;0;0;4285;101;.6666667;0;1.676.244;.2904528;0;0;0;0;1;0;0;0;0;1;.6666667
1;17;0;0;1;0;4312;29;0;0;1.446.919;.0158769;0;0;0;0;0;0;0;0;0;1;0
0;56;0;0;0;0;4329;162;0;0;189.712;-.0527671;0;1;0;0;0;0;0;0;0;1;0
1;35;0;0;0;0;4345;157;0;0;1.713.998;.3133341;0;0;0;0;0;1;0;0;1;0;0
0;71;0;0;0;0;4346;83;0;0;2.463.853;-1.288.359;0;0;0;0;0;1;0;0;0;0;0
0;18;0;0;1;0;4353;106;0;0;1.931.521;-1.242.596;0;1;0;0;0;0;0;0;0;1;0
1;36;0;0;1;0;4355;139;0;0;1.635.525;-1.059.546;1;0;0;0;0;0;0;0;1;0;0
0;8;0;0;0;0;4361;86;0;0;2.014.903;-1.151.071;0;0;1;0;0;0;0;0;0;0;0
1;93;0;0;0;0;4363;115;0;0;2.017.723;-.2358177;0;0;1;0;0;0;0;0;0;0;0
1;97;1;0;0;0;4366;116;0;4.266.667;2.862.201;.725198;1;0;0;0;0;0;0;1;0;0;4.266.667
0;47;1;0;0;0;4367;146;0;4.099.996;2.912.351;.1531648;0;0;0;0;1;0;0;0;0;1;4.099.996
1;18;0;0;0;0;4371;110;0;0;1.911.023;-.0985298;0;0;0;1;0;0;0;0;1;0;0
0;99;0;0;0;0;4388;144;0;5.911.104;2.995.732;.8853673;0;0;0;1;0;0;0;0;1;0;5.911.104
1;4;0;0;0;0;4389;132;0;0;1.232.865;.7480794;1;0;0;0;0;0;0;1;0;0;0
0;55;0;0;0;0;4392;154;0;0;3.301.114;-.3502244;0;1;0;0;0;0;0;0;1;0;0
1;31;0;0;0;1;4398;96;0;0;1.335.001;-2.157.849;0;0;0;0;0;0;0;1;0;0;0
0;60;0;0;0;0;4414;105;0;0;2.184.802;-.670563;1;0;0;0;0;0;0;1;0;0;0
1;34;0;0;0;0;4422;162;2;0;2.484.907;0;0;0;0;0;0;1;0;0;1;0;2
1;50;0;0;0;0;4426;134;0;0;2.149.753;-.1214111;0;0;1;0;0;0;0;0;0;0;0
1;79;1;0;0;0;4428;81;0;6.566.667;2.212.973;.725198;0;1;0;0;0;0;0;0;1;0;6.566.667
1;50;0;0;0;0;4430;129;0;2.266.665;2.444.952;.793842;0;1;0;0;0;0;0;1;0;0;2.266.665
1;50;0;0;0;0;4476;118;0;0;2.407.705;.8167233;1;0;0;0;0;0;0;0;0;1;0
0;13;0;0;0;0;4487;155;0;0;2.724.087;0;0;0;1;0;0;0;0;0;0;0;0
0;65;0;0;0;1;4495;144;1.9;0;2.852.632;0;0;0;0;1;0;0;0;0;0;0;1.9
1;26;0;0;0;0;4512;150;0;0;1.735.189;-.9680202;0;0;0;0;0;0;0;0;1;0;0
0;88;0;0;0;0;4535;153;0;0;2.691.921;-.1214111;0;0;0;0;0;0;0;0;0;1;0
1;83;1;0;0;0;4544;121;0;5.022.214;2.263.844;.3819781;0;1;0;0;0;0;0;0;1;0;5.022.214
0;26;1;0;0;0;4561;130;.1;4.1;3.270.099;0;1;0;0;0;0;0;0;0;1;0;4.2
1;86;1;0;0;0;4580;158;0;4.366.667;1.916.923;.7480794;0;0;0;0;1;0;0;0;1;0;4.366.667
1;76;0;0;0;0;4587;136;0;0;2.074.476;-1.517.172;0;0;0;0;0;0;0;0;1;0;0
0;32;0;0;0;0;4590;157;0;0;274.084;-.4188684;0;0;0;0;1;0;0;0;0;1;0
0;67;1;0;0;0;4592;141;0;2.833.333;2.047.693;.9540113;0;0;0;0;0;0;0;0;1;0;2.833.333
1;70;0;0;0;0;4690;166;0;0;2.014.903;.0158769;1;0;0;0;0;0;0;1;0;0;0
0;9;0;0;0;0;4712;156;0;0;2.931.194;-165.446;0;0;0;0;1;0;0;1;0;0;0
1;86;1;0;0;0;4721;138;0;5.966.667;2.652.537;1.091.299;0;0;0;1;0;0;0;1;0;0;5.966.667
1;30;0;0;0;0;4729;78;1.866.667;0;1.769.182;.7480794;0;1;0;0;0;0;0;0;0;0;1.866.667
1;89;1;0;0;0;4730;158;1.666.665;2.211.108;2.833.213;.656554;0;0;1;0;0;0;0;0;0;1;3.877.773
1;99;1;0;0;0;4735;106;0;4.999.996;1.922.788;1.663.332;0;0;0;0;0;0;0;0;0;1;4.999.996
0;50;0;0;0;0;4747;162;0;.2666663;2.275.186;1.320.112;1;0;0;0;0;0;0;0;0;1;.2666663
1;50;0;0;0;0;4756;27;0;0;1.530.165;-.7163256;1;0;0;0;0;0;0;0;0;1;0
0;97;0;0;0;0;4757;145;0;7.5;18.953;1.114.181;0;0;0;0;0;0;0;0;1;0;7.5
1;26;0;0;1;0;4759;63;0;0;1.386.419;-1.883.273;0;0;0;0;0;0;0;0;0;1;0
1;80;0;1;0;0;4775;130;2.066.667;0;1.658.228;.2675714;0;0;0;0;1;0;0;1;0;0;2.066.667
0;11;0;0;0;0;4779;131;.2333333;0;2.017.566;-.7163256;0;0;0;0;0;0;0;0;1;0;.2333333
1;71;1;0;0;0;4802;121;2.4;315.555;2.207.275;.3362154;0;0;0;0;0;0;0;0;0;0;5.555.551
0;50;1;0;0;0;4803;150;0;4.8;2.463.411;.7709606;0;0;0;0;0;0;1;0;0;1;4.8
1;77;1;0;0;0;4825;92;0;5.099.996;2.280.112;-.3502244;1;0;0;0;0;0;0;0;0;0;5.099.996
0;85;0;0;0;0;4834;104;0;6.199.996;2.694.627;1.388.757;1;0;0;0;0;0;0;0;1;0;6.199.996
0;97;1;0;0;0;4836;125;2.166.667;5.4;2.107.695;.9082486;1;0;0;0;0;0;0;1;0;0;7.566.667
1;81;0;0;0;0;4858;122;.2333333;0;2.544.036;.725198;1;0;0;0;0;0;0;0;0;0;.2333333
1;92;0;0;0;0;4870;155;0;0;2.369.738;0;0;0;0;1;0;0;0;0;1;0;0
1;30;0;0;0;0;4871;146;0;0;2.089.781;-1.219.715;0;0;1;0;0;0;0;0;0;0;0
1;86;0;0;0;0;4877;86;0;5.3;1.911.936;.2218088;0;0;0;0;0;0;0;1;0;0;5.3
0;64;1;0;0;0;4927;118;0;4.233.333;200.148;1.114.181;0;0;0;0;1;0;0;1;0;0;4.233.333
0;66;0;0;0;0;4941;158;0;0;2.198.335;.1531648;1;0;0;0;0;0;0;0;0;1;0
1;85;1;0;0;0;4956;131;0;4.322.217;2.926.168;.9082486;0;0;1;0;0;0;0;0;0;0;4.322.217
1;6;0;0;0;0;4959;74;0;0;2.123.458;-.7849696;0;0;0;0;0;1;0;0;1;0;0
1;92;1;0;0;0;4961;80;0;4.962.663;2.989.627;1.503.163;0;1;0;0;0;0;0;0;0;0;4.962.663
0;71;0;1;0;0;4977;143;1.366.667;1.133.331;2.795.062;-.670563;1;0;0;0;0;0;0;0;0;0;2.499.998
1;59;0;0;0;0;4994;163;0;0;1.621.366;-.1900551;0;0;1;0;0;0;0;0;0;1;0
1;97;0;0;0;0;5013;95;0;0;.6931472;.5192661;0;0;0;0;0;1;0;1;0;0;0
1;21;0;0;0;1;5015;128;0;0;1.386.294;-1.288.359;0;0;0;0;0;0;0;0;0;0;0
1;59;0;0;0;0;5022;134;0;0;2.687.847;180.062;0;0;0;0;0;1;0;1;0;0;0
1;90;0;0;0;0;5032;155;1.288.888;0;2.302.585;1.342.994;0;0;0;0;0;0;1;0;0;0;1.288.888
0;28;0;0;0;0;5036;136;0;0;2.564.949;-.0070045;0;0;0;0;0;0;0;1;0;0;0
0;15;1;0;0;0;5038;162;0;3.577.777;2.397.895;-.2815804;0;0;0;0;1;0;0;0;1;0;3.577.777
1;40;0;0;0;0;5046;136;0;0;1.791.759;-.6476817;0;0;1;0;0;0;0;1;0;0;0
0;45;0;0;0;0;5048;152;0;2.033.333;2.341.806;.2904528;0;0;0;0;1;0;0;0;0;1;2.033.333
0;60;1;0;0;0;5066;112;3.5;2.088.883;2.527.394;-.0527671;0;0;0;0;0;0;0;1;0;0;5.588.883
0;74;0;1;0;0;5068;143;2.966.667;.3777771;172.664;.3590968;1;0;0;0;0;0;0;0;0;0;3.344.444
1;74;1;0;0;0;5082;128;0;435.555;2.890.372;.7709606;0;0;0;0;1;0;0;0;0;1;435.555
0;55;0;0;0;0;5088;158;0;0;1.856.487;.2446901;1;0;0;0;0;0;0;1;0;0;0
0;88;0;0;0;0;5114;90;0;7.5;2.760.611;1.388.757;0;0;0;0;0;0;0;0;1;0;7.5
1;69;0;0;1;0;5125;145;0;0;2.015.672;-1.036.664;0;0;0;0;0;0;0;0;0;1;0
0;70;0;0;0;0;5142;139;0;0;2.197.225;-1.540.053;1;0;0;0;0;0;0;0;0;1;0
1;81;0;0;0;0;5154;146;0;0;2.201.333;.4506221;0;0;0;1;0;0;0;0;0;0;0
1;92;0;0;0;0;5176;77;0;0;2.619.333;.7709606;1;0;0;0;0;0;0;1;0;0;0
0;77;0;0;0;0;5184;144;0;0;2.674.149;-.0070045;0;0;0;0;0;0;0;0;1;0;0
0;82;0;0;0;0;5185;144;0;6.922.219;2.213.753;1.480.282;1;0;0;0;0;0;0;0;1;0;6.922.219
1;42;0;0;0;0;5220;137;0;0;2.219.203;.7023167;0;0;0;0;1;0;0;1;0;0;0
1;76;0;0;0;0;5223;44;0;0;1.703.561;0;0;0;0;0;1;0;0;0;0;1;0
0;79;1;0;0;0;5255;134;.9666666;4.133.333;2.583.997;-.6934443;0;0;0;1;0;0;0;0;0;0;5.1
1;75;0;0;0;0;5271;121;.0333333;6.15;2.181.903;.7023167;0;0;0;0;0;0;0;0;1;0;6.183.333
0;76;1;0;0;0;5313;132;.1;4.236.104;2.605.771;.9082486;1;0;0;0;0;0;0;1;0;0;4.336.104
0;50;1;0;0;0;5325;146;0;4.433.333;194.591;0;0;0;0;0;0;0;0;0;1;0;4.433.333
0;34;0;0;0;0;5334;166;0;0;2.302.585;.0387582;0;0;1;0;0;0;0;1;0;0;0
0;62;1;0;0;0;5336;102;2.2;4.188.883;2.782.928;-.327343;0;0;0;0;0;0;0;0;0;0;6.388.884
0;50;1;0;0;0;5344;101;0;4.088.883;1.978.239;.4277408;1;0;0;0;0;0;0;0;0;0;4.088.883
1;1;0;0;0;0;5345;72;0;0;1.701.313;0;0;0;0;0;0;1;0;0;1;0;0
1;80;0;0;0;0;5348;115;0;0;1.879.465;-.1214111;0;0;0;0;0;0;0;0;1;0;0
0;57;1;0;0;0;5359;30;0;5.688.876;2.862.201;.725198;0;0;0;0;1;0;0;0;1;0;5.688.876
0;53;0;0;0;0;5387;162;0;.8666657;2.379.546;.5192661;0;0;0;1;0;0;0;0;1;0;.8666657
1;85;0;0;0;0;5415;135;0;0;2.205.523;.9540113;0;0;1;0;0;0;0;1;0;0;0
1;78;0;0;0;0;5431;148;0;0;214.535;-.1671738;0;1;0;0;0;0;0;0;0;1;0
1;94;1;0;0;0;5436;152;0;4.2;2.693.451;1.869.264;1;0;0;0;0;0;0;0;1;0;4.2
1;70;0;0;0;0;5441;138;0;0;2.324.564;-.6248003;0;0;0;1;0;0;0;0;1;0;0
1;25;0;1;1;0;5460;112;304.444;0;1.585.145;-1.837.511;0;0;0;0;0;0;0;0;0;1;304.444
1;72;1;0;0;0;5470;74;0;4.3;2.694.752;.4963847;0;1;0;0;0;0;0;0;1;0;4.3
1;8;0;0;0;0;5471;94;0;0;1.568.616;0;0;0;0;0;1;0;0;0;1;0;0
0;85;1;0;0;0;5474;151;.1333333;5.311.104;2.839.078;1.137.062;1;0;0;0;0;0;0;0;1;0;5.444.438
0;83;0;0;0;0;5475;3;0;7.177.771;2.051.271;.4506221;0;0;1;0;0;0;0;0;0;1;7.177.771
1;33;0;1;0;0;5480;119;2.2;0;1.609.438;-.327343;0;1;0;0;0;0;0;0;1;0;2.2
1;94;1;0;0;0;5500;108;0;4.233.333;14.102;1.777.739;1;0;0;0;0;0;0;0;1;0;4.233.333
